sample_name,sample_class,session_id,session,session_date_utc,scan,cc,crab number,scan chela merus,durometer,refractometer,colorimeter_l,colorimter_a,colorimeter_b,scanner_serial,scan_configuration,scan_temperature,scan_humidity,scan_pga,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
105 to 114mm-1,105_114mm,105 to 114mm-1:1,1,2023-09-09 18:01,1,,23,merus,,,,,,TS04439,TSH20X9,36.61000061,49.81999969,64,21405,22926,24990,26738,28760,30048,32671,35811,39720,42368,46378,50012,52125,54926,57602,60103,61477,63845,65870,68009,69110,70816,72297,73416,74085,74689,75160,75409,75578,75749,75697,75583,75567,75473,75337,75101,75147,75085,75103,75231,75200,75314,75297,75528,75500,75505,75460,75610,75515,75588,75280,75346,75252,75052,74864,74420,74286,74128,73943,73821,73400,73091,72838,72562,72345,71645,70919,70119,69553,68382,67185,66135,65498,64780,64285,63629,63512,63494,63496,63703,63847,64028,64460,64885,65228,65855,66279,66810,67438,68035,68554,69108,69815,70633,71451,72170,72985,73969,74965,75749,76474,77341,78119,78629,79265,79425,79705,79866,80273,80432,80524,80670,80855,80753,80855,80487,80254,79820,79344,78812,77998,77083,76296,75364,74425,72997,71822,71012,69748,68195,66670,65755,64437,62881,61413,60369,59011,57632,56169,55374,53627,51692,49467,47730,44808,41547,38131,35997,32831,29754,26986,25411,23571,21873,20856,19807,18928,18203,17916,17337,16965,16662,16519,16197,15941,15769,15686,15538,15439,15232,15270,15313,15367,15348,15399,15476,15562,15697,15771,15977,16137,16354,16346,16627,16744,16844,16971,17200,17377,17435,17555,17771,17844,17872,17993,18100,18146,18152,18109,18252,18094,17975,17980,17959,17911,17819,17692,17609,17385,17170,16965,16736,16516,16189,16115,16006,15851,15514,15329,15067,14746,14504,14299,14085,13702,13603,13250,12926,12659,12337,11988,11697,11167,11048,10719,10470,10126,9930,9459,9174,8811,8538,7959,7455,6950,6526,5907,5180,4492,4095,3366,2876,2435,2182,1967,1748
,,,,,,,23,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-1,105_114mm,105 to 114mm-1:1,1,2023-09-09 18:01,2,,23,merus,,,,,,TS04439,TSH20X9,36.81999969,49.61999893,64,19314,20862,22805,24591,26739,28047,30597,33781,37973,40869,45288,49387,51991,55553,59115,62799,64995,68692,71876,75235,77674,80341,82716,84504,85601,87309,88302,88984,89138,89633,90089,90338,90156,90225,90133,90164,90138,90139,90532,90702,90785,90547,90484,90668,90520,90951,90779,90703,90177,90030,89708,89292,88881,88165,87561,87205,86885,86314,85768,85295,85033,84262,83465,82696,82124,81072,79936,78949,78376,76981,75976,74816,73858,72937,72066,71514,71238,70984,70645,70707,71154,71195,71901,72015,72450,73246,73773,74053,74672,75408,76508,77311,78272,79064,80385,81814,83204,84740,86065,87264,88938,90579,91899,93005,94330,95953,96832,97214,97883,98643,99721,100122,100307,100467,100661,100752,100400,99863,99703,99258,99100,98092,97340,96590,95743,95204,93998,93303,91904,90413,89369,88413,86804,85223,83578,83087,81482,79808,78089,77229,76264,74280,72016,70066,67246,64504,61164,58968,56030,53077,50930,49297,47411,45601,44614,43732,42774,41874,41625,41190,41089,40716,40452,40137,40013,40486,40387,40039,39735,39539,39801,39590,39363,39365,39300,39396,39260,38924,39167,39173,39784,39775,39597,39529,39582,40032,40064,39971,40008,39995,40281,40232,39934,39803,39899,40391,40216,39828,39282,39147,39165,38709,38533,38006,37706,37555,36902,36392,36265,35875,36056,35737,35140,34367,34035,33586,33020,32451,32479,31977,32066,31572,31172,30426,29655,29383,28538,27778,27493,27013,26777,26246,25461,24925,24295,24073,23290,22840,21929,21261,20623,20041,18768,17648,16595,15283,13690,11880,10705,9908,8601,7450,6361,5685,5005,4629
,,,,,,,23,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-1,105_114mm,105 to 114mm-1:1,1,2023-09-09 18:01,3,,23,merus,,,,,,TS04439,TSH20X9,36.97000122,49.59999847,64,26483,28670,31362,33678,36328,38261,42071,46281,51660,55250,60987,65909,69083,73165,77081,80767,82883,86349,89382,92304,94256,96611,98778,100656,101364,102638,103251,103698,104033,104211,104316,104196,104139,103912,103530,103009,103200,102926,102842,102749,102723,102877,102676,102602,102418,102730,102277,102419,102317,102314,101979,101712,101573,101121,100703,100414,99941,99753,99489,99144,98850,98284,98007,97488,97168,96210,95476,94492,93854,92443,91321,90119,89412,88565,87973,87821,87585,87807,88024,88451,89000,89608,90593,91100,91903,93021,94116,94867,95904,97019,98195,98862,100296,101651,103133,104158,105468,107026,108432,109606,110472,112110,113222,113918,114782,115646,115899,116226,116845,117233,117482,117740,118130,118264,118225,117732,117869,117406,116856,116060,115546,114472,113579,112659,111561,110188,108531,107756,106246,104321,102476,101506,99674,97889,95722,94734,92739,90880,89097,87974,85889,83376,80518,78477,74676,70305,66271,63518,59525,55518,52216,50177,47812,45460,44145,42650,41631,40606,40282,39511,39056,38938,38730,38253,38159,38216,38105,38108,37988,37839,37552,37877,37881,37866,37664,37501,37913,37787,37962,37714,38264,38311,38284,38554,38708,38819,38976,39137,39383,39544,39469,39599,39789,39668,39804,39926,39577,39468,39477,39287,38986,38511,38490,38049,37782,37271,37320,36966,36475,35945,35917,35340,34904,34623,34477,33390,33535,33026,32658,31963,31877,31265,30889,30503,29843,29120,28656,27941,27154,26492,26202,25373,24667,24344,23650,23086,22232,22071,21270,20475,19777,19163,18087,17027,15785,14595,13686,12018,10359,9238,8211,6946,5852,5342,4837,4317
,,,,,,,23,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
85 to 94 mm-4,85_94mm,85 to 94 mm-4:1,1,2023-09-09 17:56,1,,22,chela ,,,,,,TS04439,TSH20X9,36.90000153,50.75999832,64,16857,18415,20469,22208,24464,25759,28068,30962,34874,37583,41494,45283,47469,50382,53051,55683,57270,59862,61836,64085,65518,67055,68445,69466,70140,70880,71615,72181,72366,72757,72895,72852,72523,72435,72052,72097,71993,71932,72171,72109,71978,71791,71275,71314,71181,71271,71315,71473,71170,71132,71013,70880,70598,70284,70140,70086,70094,70430,70687,70867,70748,70898,70839,70908,71142,71168,71307,71816,72336,72731,73339,73907,74015,74574,75159,75399,75896,76662,77490,78578,79488,80645,82203,83085,84248,85534,86375,87180,87698,88588,89323,89928,91161,92015,93416,94593,95969,97386,98423,99321,100021,100595,100945,101348,101641,101614,101661,101748,102102,102648,103451,103927,104921,105456,106272,106366,106581,106519,106502,106198,105840,105211,104855,104343,104314,103978,104058,104121,104304,104279,104334,104422,104336,103950,103442,102841,101867,100907,99580,99172,98182,96957,95777,94575,93184,91710,90630,90332,89506,89081,88341,88089,87687,87090,86614,86087,85535,84863,84693,84121,83596,83273,83017,82826,82691,82598,82551,82734,82683,82774,82881,83050,83148,83106,83256,83042,82787,82311,82286,81945,81288,80735,80232,79661,79115,78378,78162,77562,76973,76435,76105,75723,75213,74886,74690,74249,73793,73309,72619,72239,71452,70873,70340,69456,68695,67931,67162,66138,65115,64263,63150,62321,61219,59966,59285,58581,57539,56591,56179,55395,54435,53728,53250,52309,51324,50921,49899,48761,48088,47190,46280,45250,43880,43276,41963,40797,39411,38783,37144,35830,34441,33394,31412,29571,27440,26104,23336,20600,18236,16642,13992,12039,10224,9125,8001,6895
,,,,,,,22,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
85 to 94 mm-4,85_94mm,85 to 94 mm-4:1,1,2023-09-09 17:56,2,,22,chela ,,,,,,TS04439,TSH20X9,37.11000061,50.54999924,64,12700,13536,14896,16303,17645,19464,21157,23635,27216,29112,31826,35532,37893,41086,44614,47139,49512,53001,55808,58547,59743,62138,64440,66471,67788,68425,69539,70238,70546,70918,70457,71396,71911,72823,73384,73875,73750,73329,73358,73205,73087,73321,73700,74561,74781,73313,73383,73252,72777,72645,71944,72352,72618,72873,73299,72706,72488,72274,71745,71099,69685,69363,69077,68948,69290,69250,69050,68849,68834,68020,66219,65677,65178,64843,64885,63459,64368,65445,66229,67396,67773,68794,69912,70513,71326,71347,72510,73517,74965,76616,76973,79080,81823,84138,86850,87477,89920,92089,93820,95276,96194,97972,99590,101114,102899,102226,104530,105941,107616,109132,109129,109992,110690,110947,111132,111168,110890,110469,110720,110362,108710,109231,109941,110230,111060,109208,110239,110724,110712,110230,108618,108188,107319,106269,104833,102146,101582,101026,100399,100542,98638,98757,98483,97954,97031,95334,93870,92930,91625,89524,85917,85157,83868,82251,81631,79469,78778,78102,78329,78072,76851,77362,77548,78189,78804,77437,78234,79010,79344,79696,79327,79260,79206,79109,78827,78193,77585,77293,77557,77138,75514,75750,76115,76527,77284,76328,77133,78092,78900,79680,78747,79422,79678,79897,79965,77368,77544,77189,76841,76521,74179,73853,73739,73004,72605,72141,71472,70873,70609,69870,66886,67376,67279,66987,67105,67984,67029,66500,66531,65701,62695,62894,62832,62323,61741,61681,60338,59086,58235,56974,54179,53461,52330,51627,50521,48330,47284,46784,45377,44275,42736,41953,40239,38436,36401,35943,32424,29121,26110,23667,18926,16766,14619,13217,12068,9511
,,,,,,,22,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
85 to 94 mm-4,85_94mm,85 to 94 mm-4:1,1,2023-09-09 17:56,3,,22,chela ,,,,,,TS04439,TSH20X9,36.88999939,50.86000061,64,17053,18379,20307,22025,23923,26062,28083,31051,35115,37585,41157,45338,47750,50799,53877,56289,58439,61672,64178,66465,67296,69167,70999,72650,73615,74191,75401,76021,76158,76191,75693,76287,76571,77045,77188,77751,77503,76891,76721,76472,77004,77114,77301,77715,77703,76546,76762,76923,76640,76839,76350,77182,77417,77629,77843,77343,77188,77217,77131,77027,76201,76707,77190,77712,78250,78617,78386,78319,78435,77917,77228,77584,77842,78593,79337,78795,80141,81585,82517,83608,83689,84667,85910,86662,87848,88519,90339,91851,93570,95507,95246,97135,99058,100271,101831,101650,103313,105059,106561,107768,109173,110796,112235,113420,114351,113473,114660,115210,115786,116124,115592,116260,116979,117634,118232,119074,119556,120034,120655,120608,119933,120463,120807,120613,120617,118504,118798,119080,119021,118850,118253,118415,118537,118492,118029,116339,116526,116239,115709,115407,113154,112794,111770,110875,109052,107210,105833,105334,104446,103541,101479,101771,101693,101326,101223,100348,100244,99979,100144,99823,98811,98881,98873,98776,98469,96792,97264,97539,97511,97475,97431,97470,97448,97433,97235,97527,97203,97030,96979,96554,95289,95331,95184,94967,94565,92783,92871,92488,92052,91315,89974,89586,89065,88535,88323,85731,85790,85616,85204,84779,82659,82652,82463,81856,81471,81124,80173,79093,78094,76707,73731,73698,72812,71646,71121,71087,69314,67907,67060,65405,62542,62309,61892,60948,59995,59978,58391,57201,56054,54922,52949,52209,51137,50513,49414,47267,46215,45644,44130,42726,41019,39866,37816,35619,33349,33158,29430,25776,22448,20117,16313,14236,12197,11069,9783,7557
