"date","time","crab.number","size.class","scan","body.part","scan.temperature","scan.humidity","901.3","903.9","907.8","911.7","915.7","918.3","922.2","926.1","930","932.6","936.5","940.4","943","946.9","950.7","954.6","957.2","961.1","964.9","968.8","971.4","975.2","979.1","982.9","985.5","989.3","993.1","997","999.5","1003.3","1007.1","1011","1013.5","1017.3","1021.1","1024.9","1027.4","1031.2","1035","1038.8","1041.3","1045.1","1048.8","1052.6","1055.1","1058.9","1062.6","1066.4","1068.9","1072.6","1076.3","1080.1","1082.6","1086.3","1090","1093.7","1096.2","1099.9","1103.6","1107.3","1109.8","1113.5","1117.2","1120.8","1123.3","1127","1130.6","1134.3","1136.8","1140.4","1144.1","1147.7","1150.2","1153.8","1157.4","1161.1","1163.5","1167.1","1170.8","1174.4","1176.8","1180.4","1184","1186.4","1190","1193.6","1197.2","1199.6","1203.2","1206.8","1210.3","1212.7","1216.3","1219.9","1223.4","1225.8","1229.4","1232.9","1236.4","1238.8","1242.3","1245.9","1249.4","1251.8","1255.3","1258.8","1262.3","1264.7","1268.2","1271.7","1275.2","1277.5","1281","1284.5","1287.9","1290.3","1293.7","1297.2","1300.7","1303","1306.4","1309.9","1313.3","1315.6","1319.1","1322.5","1326","1328.2","1331.7","1335.1","1338.5","1340.8","1344.2","1347.6","1351","1353.3","1356.7","1360.1","1363.4","1365.7","1369.1","1372.4","1375.8","1378.1","1381.4","1384.8","1388.1","1390.4","1393.7","1397.1","1400.4","1402.6","1406","1409.3","1411.5","1414.8","1418.1","1421.4","1423.6","1426.9","1430.2","1433.5","1435.7","1439","1442.3","1445.6","1447.8","1451","1454.3","1457.6","1459.7","1463","1466.2","1469.5","1471.7","1474.9","1478.1","1481.4","1483.5","1486.7","1490","1493.2","1495.3","1498.5","1501.7","1504.9","1507","1510.2","1513.4","1516.6","1518.7","1521.9","1525.1","1528.2","1530.3","1533.5","1536.7","1539.8","1541.9","1545.1","1548.2","1551.3","1553.4","1556.5","1559.7","1562.8","1564.9","1568","1571.1","1574.2","1576.3","1579.4","1582.4","1585.5","1587.6","1590.7","1593.7","1596.8","1598.9","1601.9","1605","1608","1610.1","1613.1","1616.2","1618.2","1621.2","1624.3","1627.3","1629.3","1632.3","1635.3","1638.3","1640.4","1643.4","1646.4","1649.4","1651.3","1654.3","1657.3","1660.3","1662.3","1665.3","1668.2","1671.2","1673.2","1676.1","1679.1","1682","1684","1686.9","1689.9","1692.8","1694.7","1697.7","1700.6"
"2024/05/15","18:16:02",60,"70_74mm",1,"merus",33.5900001525879,30.5699996948242,12498,13406,14544,15638,16883,17949,19628,21724,24195,25840,28103,30104,31248,32797,34105,35380,36111,37347,38343,39595,40302,41237,42045,42805,43152,43639,44070,44289,44509,44725,44933,45231,45309,45494,45743,45928,46136,46424,46668,47146,47285,47611,47848,48190,48271,48518,48604,48734,48770,48822,48862,48889,48882,48703,48554,48278,48082,47929,47725,47538,47261,46904,46574,46187,45932,45062,44041,42780,41850,40396,39007,37951,37269,36527,36160,35685,35664,35600,35587,35706,35904,35935,36165,36307,36540,36882,37270,37534,38023,38530,38814,39335,39992,40621,41314,41851,42552,43347,44041,44483,45158,45811,46470,46881,47362,47705,47991,48262,48510,48646,48829,48867,48878,48851,48769,48539,48349,48051,47679,47401,46801,46179,45518,45018,44320,43508,42618,42183,41389,40570,39779,39310,38546,37830,37204,36669,36058,35458,34844,34329,33486,32537,31311,30551,28982,27457,25778,24788,23265,21797,20428,19641,18704,17761,17188,16501,15969,15510,15342,14946,14730,14440,14282,14169,14016,13812,13710,13695,13571,13390,13363,13472,13365,13462,13538,13493,13635,13587,13649,13790,13942,14021,14085,14181,14278,14287,14435,14544,14616,14617,14577,14659,14717,14668,14769,14744,14743,14611,14585,14556,14474,14395,14428,14322,14261,14191,14079,13939,13789,13617,13410,13273,13106,12895,12743,12590,12357,12204,12130,11886,11651,11478,11262,11149,10858,10753,10577,10318,10064,9847,9602,9430,9107,9088,8782,8535,8168,8091,7839,7438,7154,6905,6380,5880,5476,5006,4465,3856,3288,3039,2383,2116,1771,1603,1405,1297
"2024/05/15","18:16:02",60,"70_74mm",2,"merus",33.75,30.4699993133545,12538,13478,14616,15691,17085,17987,19641,21788,24293,25877,28262,30244,31431,32889,34274,35477,36248,37394,38555,39696,40438,41441,42249,42976,43342,43906,44273,44632,44731,45016,45190,45461,45629,45844,46031,46197,46385,46614,46942,47256,47522,47819,47980,48341,48468,48825,48914,49126,49006,49166,49050,49073,49052,48868,48765,48505,48336,48164,47975,47641,47454,47122,46832,46438,46089,45317,44162,42977,42084,40629,39335,38189,37575,36872,36381,36092,36024,36008,36050,36074,36190,36382,36582,36785,37003,37418,37780,38096,38477,39005,39471,39917,40539,41186,41885,42534,43187,43910,44571,45119,45888,46566,47151,47554,48039,48423,48729,48842,49128,49232,49438,49501,49500,49445,49375,49296,49048,48694,48344,48022,47484,46923,46240,45711,45016,44159,43351,42948,42094,41272,40518,40087,39372,38654,37971,37507,36900,36225,35659,35194,34344,33277,32149,31215,29864,28359,26635,25540,24089,22601,21270,20538,19549,18564,18074,17308,16854,16357,16092,15894,15582,15359,15237,15093,14863,14754,14758,14622,14550,14458,14392,14486,14446,14398,14509,14479,14566,14603,14713,14783,14880,15024,15011,15176,15252,15241,15391,15412,15556,15579,15614,15590,15626,15580,15708,15661,15602,15507,15485,15465,15314,15234,15224,15105,15047,14970,14826,14610,14514,14339,14112,14016,13768,13556,13414,13258,12996,12856,12668,12492,12287,11959,11856,11668,11334,11251,10875,10639,10498,10297,10037,9795,9452,9366,9096,8869,8602,8455,8145,7720,7476,7205,6653,6166,5619,5178,4582,3943,3416,3088,2532,2133,1860,1673,1503,1270
"2024/05/15","18:16:02",60,"70_74mm",3,"merus",33.9000015258789,30.2700004577637,12731,13576,14653,15792,17087,18082,19789,21910,24413,26079,28390,30346,31522,33040,34352,35594,36355,37589,38668,39927,40630,41543,42360,43164,43631,44045,44398,44766,44951,45237,45454,45704,45878,46109,46268,46486,46609,46865,47272,47542,47761,48053,48245,48593,48691,49001,49014,49281,49239,49373,49268,49334,49253,49106,48946,48701,48570,48356,48146,47885,47618,47294,47019,46551,46290,45492,44439,43144,42240,40917,39463,38341,37674,37196,36701,36288,36238,36290,36250,36335,36477,36562,36925,37019,37233,37711,38136,38353,38760,39260,39668,40222,40797,41471,42174,42800,43536,44245,44926,45467,46100,46795,47464,47795,48337,48694,49026,49182,49438,49481,49691,49683,49802,49741,49623,49477,49299,48881,48562,48244,47683,47110,46451,45983,45293,44389,43640,43134,42324,41411,40696,40248,39532,38715,38025,37671,37017,36457,35655,35192,34492,33404,32250,31377,29934,28371,26729,25624,24052,22636,21376,20659,19621,18690,18038,17477,16972,16467,16301,15917,15692,15531,15377,15188,15054,14964,14907,14836,14735,14652,14578,14556,14586,14539,14686,14725,14763,14828,14880,14996,15127,15248,15266,15441,15438,15441,15569,15657,15692,15716,15741,15829,15783,15764,15782,15771,15793,15656,15607,15549,15582,15419,15375,15305,15293,15148,14936,14821,14567,14499,14257,14193,13923,13729,13551,13438,13186,12920,12854,12672,12356,12228,12073,11761,11478,11377,11105,10871,10622,10416,10149,10011,9595,9525,9200,9013,8633,8514,8202,7833,7497,7205,6728,6179,5702,5270,4642,3934,3493,3181,2591,2141,1902,1657,1615,1352
"2024/05/15","18:14:25",59,"70_74mm",1,"merus",33.439998626709,30.6299991607666,10995,11784,12775,13729,14881,15647,17124,18883,21099,22482,24363,25919,26911,28045,29100,29988,30507,31416,32251,33149,33739,34458,35157,35850,36038,36500,36824,37131,37344,37560,37770,38090,38205,38480,38706,38992,39268,39504,39944,40309,40461,40807,41100,41476,41705,41846,42098,42241,42408,42523,42456,42593,42623,42470,42377,42164,42011,41953,41698,41592,41369,41135,40859,40464,40084,39424,38424,37161,36274,34820,33459,32375,31682,31064,30609,30256,30138,30155,30027,30157,30308,30356,30516,30631,30807,31101,31417,31676,32040,32475,32904,33172,33851,34314,34918,35452,36021,36710,37318,37806,38356,39016,39470,39852,40294,40566,40808,40962,41231,41313,41418,41483,41580,41537,41462,41309,41149,40754,40479,40152,39586,39072,38465,37948,37362,36586,35803,35388,34626,33866,33067,32829,32183,31487,30881,30441,29917,29400,28768,28390,27764,26790,25863,25163,23923,22633,21350,20544,19410,18412,17311,16863,16167,15531,15123,14637,14321,14005,13864,13622,13344,13328,13233,13079,12994,12806,12774,12798,12707,12545,12518,12534,12479,12493,12494,12463,12561,12488,12597,12655,12585,12705,12717,12779,12766,12674,12768,12714,12861,12778,12726,12771,12764,12650,12709,12646,12499,12570,12437,12394,12258,12094,12138,12023,11956,11877,11741,11579,11449,11291,11033,10983,10761,10530,10488,10326,10288,9929,9984,9819,9518,9283,9216,9016,8771,8704,8374,8219,8089,7892,7650,7440,7229,7056,6895,6683,6476,6423,6095,5837,5596,5315,4983,4568,4177,3838,3473,2937,2461,2280,1872,1607,1328,1202,1064,1007
"2024/05/15","18:14:25",59,"70_74mm",2,"merus",33.5900001525879,30.6200008392334,11057,11824,12834,13753,14939,15730,17264,19152,21230,22629,24571,26256,27177,28346,29317,30253,30828,31845,32673,33515,34178,34848,35598,36239,36461,36983,37292,37565,37782,37978,38286,38510,38623,38943,39214,39383,39670,39832,40175,40595,40824,41212,41455,41878,41980,42302,42447,42640,42717,42863,42802,42878,42893,42803,42677,42457,42357,42215,42016,41786,41616,41238,40994,40592,40329,39533,38512,37251,36368,34900,33618,32414,31822,31139,30723,30421,30266,30267,30255,30297,30470,30506,30668,30842,31070,31434,31693,32075,32397,32842,33335,33691,34219,34826,35354,35976,36502,37184,37710,38180,38741,39350,39888,40182,40652,40955,41136,41262,41539,41600,41714,41776,41780,41748,41760,41484,41286,40937,40648,40263,39807,39242,38576,38075,37384,36675,35845,35404,34737,33943,33179,32748,32199,31511,30879,30482,29924,29338,28856,28418,27674,26858,25886,25046,23902,22707,21338,20593,19385,18408,17565,16997,16397,15744,15416,14923,14660,14292,14156,13899,13757,13669,13589,13342,13253,13266,13180,13104,13069,12892,12858,12880,12879,12832,12867,12823,12866,12843,12810,12903,12946,12959,12972,13035,13080,13090,13121,13050,13100,13093,12983,13030,12989,12982,12916,12903,12922,12809,12709,12668,12504,12434,12353,12303,12178,11975,11961,11830,11576,11495,11367,11221,11014,10835,10737,10554,10367,10191,10020,9904,9683,9526,9351,9151,8898,8812,8622,8325,8187,8082,7775,7665,7461,7299,7070,6864,6627,6532,6199,5994,5698,5474,5047,4699,4253,3973,3483,3013,2576,2328,1947,1613,1434,1313,1202,1028
"2024/05/15","18:14:25",59,"70_74mm",3,"merus",33.7299995422363,30.4799995422363,11054,11840,12807,13770,14865,15676,17191,18976,21117,22501,24391,26029,26906,28067,29061,29857,30430,31278,32107,33017,33594,34257,34880,35504,35865,36200,36611,36851,37014,37323,37545,37803,37970,38288,38418,38727,38949,39196,39591,39939,40186,40538,40770,41112,41298,41591,41769,42034,42044,42129,42122,42177,42166,42006,41939,41778,41672,41440,41247,41056,40877,40595,40275,39878,39672,38897,37792,36530,35679,34186,32808,31730,30964,30505,30046,29811,29715,29608,29621,29720,29890,29947,30155,30298,30424,30830,31097,31429,31818,32227,32570,32953,33542,34043,34622,35116,35718,36343,36925,37380,37862,38488,38911,39296,39609,39993,40116,40210,40448,40562,40651,40644,40675,40672,40519,40255,40097,39795,39412,39069,38515,38008,37380,36808,36151,35401,34588,34179,33377,32611,31875,31500,30813,30221,29557,29188,28613,28154,27504,27129,26437,25581,24555,23878,22647,21377,20052,19434,18270,17366,16442,15948,15355,14670,14352,13990,13657,13417,13230,13029,12894,12829,12699,12598,12475,12362,12332,12299,12191,12063,12108,12081,12042,11996,12043,11996,12001,12036,12039,12082,12190,12152,12191,12202,12223,12252,12216,12242,12183,12178,12280,12274,12265,12193,12175,12095,12140,11996,11947,11873,11778,11585,11596,11473,11408,11325,11248,11109,10964,10763,10584,10540,10344,10110,9956,9811,9631,9518,9354,9223,9048,8922,8720,8590,8400,8232,8018,7816,7651,7548,7368,7104,6881,6854,6601,6420,6146,6059,5770,5601,5298,5126,4710,4401,3981,3679,3246,2779,2357,2106,1861,1582,1347,1146,1074,951
"2024/05/15","18:13:05",58,"70_74mm",1,"merus",33.3300018310547,30.6399993896484,12482,13302,14445,15500,16865,17738,19485,21481,23954,25498,27733,29580,30675,32058,33272,34377,35029,36152,37162,38200,38811,39669,40465,41173,41535,41933,42347,42594,42813,43057,43356,43548,43674,44040,44238,44453,44672,44982,45361,45820,46073,46451,46777,47131,47346,47565,47754,48044,48137,48315,48235,48260,48237,48101,48085,47844,47659,47480,47289,47061,46869,46452,46202,45789,45455,44559,43501,42171,41241,39630,38306,37076,36386,35741,35192,34797,34660,34647,34557,34713,34747,34864,35063,35244,35427,35778,36152,36409,36754,37236,37710,38071,38695,39314,39942,40472,41166,41892,42559,42942,43564,44245,44809,45153,45608,45832,46087,46257,46434,46529,46625,46736,46653,46453,46450,46199,46015,45612,45070,44712,44182,43489,42819,42198,41500,40613,39762,39207,38400,37515,36687,36208,35426,34780,34042,33543,32981,32365,31676,31232,30460,29461,28353,27426,26155,24719,23178,22098,20736,19498,18244,17582,16687,15860,15433,14805,14393,13883,13739,13412,13170,13011,12895,12709,12590,12403,12378,12317,12258,12160,12113,12096,12105,12189,12235,12194,12321,12329,12381,12498,12622,12681,12737,12873,12933,12899,13048,13175,13275,13203,13178,13271,13334,13305,13358,13264,13360,13254,13204,13111,13051,12950,12888,12748,12638,12593,12449,12281,12177,12014,11780,11656,11478,11162,11029,10936,10736,10579,10339,10175,10012,9797,9582,9463,9153,9095,8777,8620,8338,8213,8008,7744,7535,7447,7224,6967,6696,6622,6252,6019,5758,5513,5089,4734,4263,4123,3505,3030,2567,2399,1940,1577,1391,1303,1163,1004
"2024/05/15","18:13:05",58,"70_74mm",2,"merus",33.4799995422363,30.5400009155273,12412,13231,14438,15426,16688,17614,19340,21485,23825,25364,27603,29499,30572,31975,33203,34329,34963,36098,37176,38179,38905,39696,40558,41246,41531,42059,42519,42763,42987,43250,43457,43789,43973,44280,44492,44671,44893,45298,45542,46022,46322,46676,46997,47432,47595,47829,48061,48316,48360,48467,48512,48507,48492,48320,48248,48030,47858,47657,47456,47114,46953,46576,46233,45757,45432,44565,43425,42158,41108,39467,38101,36911,36212,35428,35031,34607,34564,34485,34462,34494,34629,34701,34923,35150,35316,35733,36070,36403,36839,37381,37741,38200,38855,39397,40019,40662,41330,42054,42685,43168,43779,44396,44956,45351,45841,46137,46405,46484,46764,46783,46858,46891,46913,46873,46678,46438,46096,45835,45354,44990,44371,43714,43002,42507,41735,40782,40054,39454,38658,37752,36971,36348,35759,34998,34337,33819,33294,32599,32035,31502,30738,29850,28697,27927,26588,25027,23592,22683,21322,20055,18925,18193,17293,16453,16065,15442,14946,14638,14410,14106,13980,13765,13725,13406,13339,13227,13178,13152,13118,13014,13024,12902,12933,12913,12968,13046,13162,13171,13187,13255,13390,13530,13524,13675,13743,13747,13854,13897,14031,14047,13968,14002,14062,14059,14078,14014,14066,13888,13811,13818,13694,13592,13503,13458,13322,13283,13015,12978,12781,12553,12382,12208,11934,11740,11666,11449,11213,11082,10862,10642,10400,10209,10031,9875,9611,9507,9236,8994,8733,8713,8377,8201,7894,7856,7578,7358,7103,6968,6709,6370,6166,5872,5442,5040,4583,4322,3720,3280,2747,2414,2084,1864,1501,1427,1297,1119
"2024/05/15","18:13:05",58,"70_74mm",3,"merus",33.6399993896484,30.4300003051758,12233,13038,14227,15210,16474,17455,19028,21155,23453,25182,27293,29137,30259,31555,32692,33738,34468,35533,36391,37465,38140,38966,39791,40473,40755,41285,41618,41998,42196,42302,42744,43012,43142,43394,43618,43863,44035,44298,44634,45268,45390,45724,45908,46287,46605,46829,47004,47228,47176,47175,47333,47315,47231,47087,46841,46667,46603,46350,46118,45752,45633,45257,44938,44421,44134,43335,42126,40728,39761,38277,36867,35653,34908,34245,33747,33476,33382,33328,33198,33266,33555,33597,33794,33908,34188,34531,34921,35175,35442,35933,36436,36871,37471,38000,38503,39224,39827,40450,41055,41435,42099,42702,43194,43434,44065,44278,44536,44599,44819,44766,44972,45077,45043,44781,44540,44491,44154,43739,43208,42969,42443,41661,40990,40370,39600,38789,37976,37431,36540,35630,34787,34357,33658,32869,32153,31745,31263,30592,29906,29321,28666,27767,26729,25735,24393,23099,21631,20728,19381,18168,17052,16431,15605,14840,14349,13910,13331,12981,12803,12595,12379,12317,12097,11952,11870,11768,11824,11701,11620,11450,11520,11484,11510,11428,11549,11671,11572,11633,11698,11866,11997,12071,12037,12154,12339,12289,12408,12475,12484,12504,12534,12635,12542,12580,12683,12639,12672,12527,12468,12302,12260,12183,12183,12038,11956,11812,11763,11564,11368,11317,11086,10976,10791,10565,10332,10185,10027,9804,9644,9714,9376,9222,9112,8936,8568,8590,8308,8037,7809,7786,7415,7389,7143,7049,6743,6604,6321,6326,6009,5659,5528,5261,4851,4518,4082,3859,3268,2702,2330,2465,1905,1569,1414,1264,1053,1040
