sample_name,sample_class,session_id,session,session_date_utc,scan,cc,crab number,scan chela merus,durometer,refractometer,colorimeter_l,colorimter_a,colorimeter_b,scanner_serial,scan_configuration,scan_temperature,scan_humidity,scan_pga,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
75 to 84mm-11,75_84mm,75 to 84mm-11:1,1,2023-09-10 12:05,3,CC5,52,merus,,,,,,TS04439,TSH20X9,36.31000137,44.70999908,64,16599,17826,19486,20904,22499,23759,26037,28557,31961,34280,37639,40641,42480,44985,47209,49386,50643,52672,54436,56214,57371,58726,59895,60881,61314,62028,62457,62679,62777,62838,62847,62937,62815,62815,62691,62633,62611,62555,62725,62933,62912,62972,63066,63296,63241,63379,63474,63551,63334,63442,63379,63367,63253,63065,62891,62600,62399,62123,61763,61251,60950,60141,59220,58174,57345,55673,54169,52998,52585,52189,52276,52418,52434,52606,52651,52544,52455,52312,52160,51976,52079,51711,51727,51946,52502,53834,55101,56151,57221,58390,59303,59914,60798,61447,62281,62905,63734,64359,65185,65742,66520,67379,67873,68368,68983,69433,69584,69751,69896,69997,70208,70294,70200,70113,70113,69873,69656,69383,69015,68790,68303,67508,66798,66126,65471,64510,63578,62845,61797,60655,59456,58707,57478,56083,54631,53699,52205,50841,49455,48643,47340,45755,44027,42620,40575,38325,35788,34196,31645,29368,27088,25824,24304,22777,22127,21274,20583,19883,19623,19071,18782,18501,18308,18036,17865,17788,17657,17473,17401,17289,17215,17270,17183,17336,17432,17517,17657,17769,17988,18176,18448,18612,18667,18849,19166,19216,19428,19550,19690,19817,19840,19985,20093,20117,20302,20392,20433,20404,20194,20193,20126,20030,19943,19760,19677,19605,19381,19151,18943,18833,18545,18301,18015,17516,17273,16989,16573,16271,16028,15651,15210,14815,14493,13974,13361,13106,12450,11923,11480,11122,10515,9867,9194,8784,7914,7278,6496,6181,5340,4605,3821,3319,2625,2333,2321,2315,2399,2172,2093,1974,1582,1375,1268,1063,1014,1040
,,,,,,,52,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-10,105_114mm,105 to 114mm-10:1,1,2023-09-10 11:58,1,CC4,51,chela ,,,,,,TS04439,TSH20X9,37.27000046,44.83000183,64,11261,12229,13291,14230,15390,16283,17747,19586,21798,23368,25712,27726,28984,30666,32157,33665,34568,35928,37095,38331,39044,40058,40920,41539,41892,42341,42607,42764,42823,42861,42952,42948,42882,42888,42851,42624,42697,42744,42821,42855,42854,42915,43018,43105,43064,43154,43163,43164,43155,43168,43058,42968,42972,42808,42695,42485,42364,42148,41991,41643,41451,40888,40270,39652,39066,37989,36974,36287,36067,35927,36075,36314,36410,36569,36754,36876,36838,36883,36704,36732,36762,36589,36704,36898,37343,38212,39214,39967,40912,41634,42294,42736,43330,43906,44380,44895,45372,45918,46512,46827,47294,47933,48352,48646,49004,49279,49472,49472,49674,49840,49805,49919,50024,49871,49843,49737,49607,49390,49198,48993,48645,48208,47879,47391,46894,46304,45681,45346,44643,43855,43164,42597,41807,40855,39776,39275,38190,37274,36320,35772,34905,33753,32511,31613,30119,28458,26659,25440,23480,21664,19939,18790,17473,16248,15542,14694,14050,13454,13163,12669,12223,12001,11817,11548,11361,11248,11163,11012,10939,10854,10678,10751,10804,10827,10942,10882,11193,11225,11383,11685,11872,12042,12131,12455,12577,12811,12917,13082,13359,13408,13580,13608,13792,13966,14089,14204,14246,14338,14228,14254,14370,14189,14149,14101,14056,14011,13995,13798,13635,13492,13365,13207,12923,12733,12599,12304,12163,11877,11752,11435,11283,10910,10629,10346,9986,9726,9275,9010,8598,8303,7880,7469,6937,6579,6026,5449,5006,4625,4107,3588,3007,2639,2019,1913,1872,1719,1839,1883,1688,1463,1267,1098,891,840,822,882
,,,,,,,51,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-10,105_114mm,105 to 114mm-10:1,1,2023-09-10 11:58,2,CC4,51,chela ,,,,,,TS04439,TSH20X9,37.40999985,44.65000153,64,11066,11953,13025,13924,15097,15950,17348,19096,21290,22799,25034,27053,28286,29911,31430,32861,33770,35153,36368,37561,38314,39305,40146,40878,41183,41724,41941,42148,42195,42251,42297,42325,42290,42383,42308,42242,42276,42268,42363,42411,42454,42613,42570,42678,42708,42753,42837,42854,42683,42737,42654,42638,42549,42405,42225,42053,41928,41738,41616,41147,40931,40449,39858,39093,38579,37626,36609,35901,35637,35458,35652,35744,35888,36124,36298,36157,36209,36256,36036,36052,36107,35902,36018,36093,36475,37374,38310,39055,39852,40536,41182,41645,42165,42662,43163,43629,44118,44704,45391,45648,46183,46717,47211,47541,47953,48180,48367,48442,48586,48784,48851,48949,48982,48973,48751,48730,48588,48332,48052,47984,47613,47192,46759,46414,45866,45255,44624,44265,43645,42945,42149,41667,40847,39918,39012,38314,37316,36395,35573,34958,34104,32950,31756,30938,29461,27819,26073,24900,23057,21208,19480,18406,17027,15821,15094,14344,13744,13093,12855,12425,12007,11788,11618,11331,11164,11084,10924,10873,10729,10649,10627,10701,10737,10735,10735,10944,11021,11210,11333,11575,11651,11952,12083,12388,12631,12668,12941,13027,13271,13366,13493,13695,13828,13855,14121,14207,14257,14257,14298,14308,14246,14219,14203,14182,14184,14121,13969,13927,13830,13677,13477,13374,13112,12943,12859,12656,12421,12195,11959,11716,11508,11172,10976,10673,10334,9996,9608,9218,8886,8584,8155,7801,7147,6880,6355,5703,5166,4875,4270,3641,3093,2700,2275,1907,2005,1936,1946,1996,1753,1647,1307,1197,960,918,895,805
,,,,,,,51,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-10,105_114mm,105 to 114mm-10:1,1,2023-09-10 11:58,3,CC4,51,chela ,,,,,,TS04439,TSH20X9,37.58000183,44.45000076,64,10956,11786,12778,13764,14888,15677,17184,18919,21051,22556,24915,26935,28154,29889,31317,32789,33718,35005,36364,37595,38359,39282,40174,40908,41268,41685,42032,42189,42288,42367,42376,42490,42440,42434,42442,42341,42372,42358,42524,42599,42581,42703,42672,42776,42836,42954,42875,42962,42862,42923,42788,42801,42766,42538,42446,42248,42162,41922,41744,41336,41131,40617,39972,39290,38699,37653,36638,35925,35581,35444,35492,35731,35808,35987,36059,36097,36030,35966,35966,35897,35936,35782,35903,35965,36412,37267,38278,39012,39835,40628,41308,41728,42357,42867,43422,43908,44448,45067,45650,45977,46552,47153,47638,48044,48410,48724,48892,49003,49237,49249,49429,49459,49513,49412,49468,49313,49236,49001,48726,48527,48256,47758,47340,47077,46501,45908,45260,44894,44225,43399,42678,42186,41447,40462,39521,38829,37869,36913,35945,35435,34471,33347,32140,31180,29717,28082,26208,25043,23131,21198,19344,18374,16860,15658,15009,14173,13495,12985,12725,12253,11911,11627,11495,11235,11033,10895,10889,10725,10661,10513,10512,10532,10480,10587,10785,10779,10994,11114,11246,11517,11804,12006,12107,12379,12631,12773,12963,13200,13435,13554,13658,13890,14017,14136,14356,14325,14492,14608,14535,14653,14582,14614,14646,14627,14571,14587,14399,14413,14222,14052,13890,13776,13623,13445,13284,13079,12932,12641,12494,12251,11935,11733,11475,11175,10706,10501,10019,9585,9376,9023,8693,8124,7576,7180,6596,6011,5422,5126,4522,3908,3169,2807,2303,2015,2052,2079,2056,2075,1871,1789,1481,1199,1069,1017,904,898
,,,,,,,51,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-9,105_114mm,105 to 114mm-9:1,1,2023-09-10 11:58,1,CC4,51,merus,,,,,,TS04439,TSH20X9,36.81000137,45.63000107,64,18013,19347,21102,22667,24450,25838,28245,31247,34923,37449,41430,44903,47051,50006,52806,55372,56974,59511,61719,63825,65213,66863,68431,69772,70258,71077,71564,71782,71996,72079,72133,72148,72053,72069,71895,71636,71800,71652,71640,71701,71715,71833,71779,71845,71813,71916,71796,71858,71768,71641,71537,71463,71341,71123,71003,70543,70352,70039,69653,69026,68645,67735,66657,65459,64493,62600,60954,59574,59026,58773,58829,58933,58965,59079,58995,58802,58705,58515,58128,57879,57900,57596,57657,57796,58443,59802,61405,62525,63884,65090,66174,66907,67942,68740,69665,70408,71213,72254,73248,73912,74839,75851,76615,77151,77787,78356,78620,78867,79177,79191,79484,79535,79557,79562,79370,79233,79059,78606,78129,77789,77213,76417,75563,74844,73878,72817,71617,70826,69573,68205,66792,65809,64328,62671,60834,59792,58023,56508,55014,53988,52385,50466,48465,46942,44467,41836,38964,37078,34132,31525,29086,27630,25814,24292,23440,22528,21685,20954,20625,20072,19572,19375,19062,18658,18459,18335,18200,18094,17878,17584,17643,17593,17542,17485,17474,17586,17747,17841,17868,18021,18243,18464,18405,18660,18810,18955,18991,19144,19260,19359,19416,19494,19568,19624,19770,19759,19793,19858,19778,19691,19678,19523,19479,19404,19309,19175,19063,18881,18579,18371,18099,17941,17604,17290,17131,16818,16552,16136,15855,15469,15147,14852,14541,14095,13563,13130,12576,12089,11642,11191,10611,10085,9347,8806,8104,7381,6600,6333,5359,4690,3930,3382,2783,2414,2340,2393,2526,2389,2069,1976,1695,1420,1237,1145,1149,1051
,,,,,,,51,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-9,105_114mm,105 to 114mm-9:1,1,2023-09-10 11:58,2,CC4,51,merus,,,,,,TS04439,TSH20X9,37,45.38000107,64,17951,19238,20974,22522,24356,25766,28016,30993,34557,37044,40817,44132,46161,48935,51475,53845,55273,57516,59463,61406,62627,64027,65420,66443,66946,67652,68068,68210,68313,68314,68326,68400,68174,68150,68041,67917,67881,67752,67758,67907,67861,67967,67905,68072,68011,68188,68121,68256,68013,68047,67962,67886,67843,67558,67371,67134,66941,66596,66174,65697,65335,64529,63563,62406,61497,59784,58113,56900,56508,56178,56282,56495,56493,56640,56688,56499,56393,56259,56061,55886,55910,55565,55723,55957,56507,57889,59535,60598,61907,63132,64116,64805,65674,66449,67286,68043,68811,69696,70497,71138,71933,72755,73494,73929,74465,74915,75130,75295,75643,75594,75801,75846,75857,75739,75666,75372,75107,74717,74211,73950,73311,72428,71659,70903,69958,68769,67657,66833,65607,64194,62819,61954,60420,58745,57079,56001,54362,52853,51338,50349,48824,47038,45049,43600,41189,38642,35854,33960,31247,28673,26198,24863,23123,21625,20774,19884,19184,18517,18122,17618,17193,16972,16619,16396,16191,16003,15862,15851,15548,15390,15415,15384,15425,15401,15503,15623,15690,15770,15861,16124,16315,16460,16560,16721,16907,17001,17147,17364,17456,17508,17564,17727,17767,17823,17979,17984,18088,18104,17994,17979,17904,17805,17804,17757,17602,17575,17486,17303,17092,16925,16607,16543,16168,15979,15656,15433,15117,14789,14528,14296,13912,13657,13325,12897,12415,12038,11628,11085,10582,10246,9792,9253,8435,8143,7363,6734,6126,5701,5068,4370,3689,3175,2499,2214,2207,2161,2223,2214,1951,1922,1557,1299,1117,1037,1022,894
